question,segment_type,segment_description,answer,count,percentage
What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, PC mostly",Facebook,3,0.052
What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, PC mostly",Instagram,13,0.224
What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, PC mostly",Snapchat,0,0.0
What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, PC mostly",Twitter,1,0.017
What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, PC mostly",None,41,0.707
What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, console mostly",Facebook,18,0.133
What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, console mostly",Instagram,30,0.222
What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, console mostly",Snapchat,6,0.044
What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, console mostly",Twitter,19,0.141
What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, console mostly",None,62,0.459
What social platform has influenced your online shopping most?,Custom,your parents make? Upper class (> $240K),Facebook,56,0.217
What social platform has influenced your online shopping most?,Custom,your parents make? Upper class (> $240K),Instagram,55,0.213
What social platform has influenced your online shopping most?,Custom,your parents make? Upper class (> $240K),Snapchat,6,0.023
What social platform has influenced your online shopping most?,Custom,your parents make? Upper class (> $240K),Twitter,8,0.031
What social platform has influenced your online shopping most?,Custom,your parents make? Upper class (> $240K),None,133,0.516
What social platform has influenced your online shopping most?,Custom,your parents make? Upper-middle class (~$160K,Facebook,62,0.169
What social platform has influenced your online shopping most?,Custom,your parents make? Upper-middle class (~$160K,Instagram,103,0.281
What social platform has influenced your online shopping most?,Custom,your parents make? Upper-middle class (~$160K,Snapchat,7,0.019
What social platform has influenced your online shopping most?,Custom,your parents make? Upper-middle class (~$160K,Twitter,25,0.068
What social platform has influenced your online shopping most?,Custom,your parents make? Upper-middle class (~$160K,None,169,0.462
What social platform has influenced your online shopping most?,Custom,your parents make? Middle / lower-middle class (~$90K),Facebook,29,0.112
What social platform has influenced your online shopping most?,Custom,your parents make? Middle / lower-middle class (~$90K),Instagram,80,0.31
What social platform has influenced your online shopping most?,Custom,your parents make? Middle / lower-middle class (~$90K),Snapchat,7,0.027
What social platform has influenced your online shopping most?,Custom,your parents make? Middle / lower-middle class (~$90K),Twitter,20,0.078
What social platform has influenced your online shopping most?,Custom,your parents make? Middle / lower-middle class (~$90K),None,122,0.473
What social platform has influenced your online shopping most?,Custom,your parents make? Poor (< ~$50K) 😁,Facebook,13,0.127
What social platform has influenced your online shopping most?,Custom,your parents make? Poor (< ~$50K) 😁,Instagram,36,0.353
What social platform has influenced your online shopping most?,Custom,your parents make? Poor (< ~$50K) 😁,Snapchat,4,0.039
What social platform has influenced your online shopping most?,Custom,your parents make? Poor (< ~$50K) 😁,Twitter,6,0.059
What social platform has influenced your online shopping most?,Custom,your parents make? Poor (< ~$50K) 😁,None,43,0.422
What social platform has influenced your online shopping most?,Custom,are you pursuing? Undecided,Facebook,57,0.165
What social platform has influenced your online shopping most?,Custom,are you pursuing? Undecided,Instagram,105,0.304
What social platform has influenced your online shopping most?,Custom,are you pursuing? Undecided,Snapchat,10,0.029
What social platform has influenced your online shopping most?,Custom,are you pursuing? Undecided,Twitter,21,0.061
What social platform has influenced your online shopping most?,Custom,are you pursuing? Undecided,None,152,0.441
What social platform has influenced your online shopping most?,Custom,are you pursuing? Humanities,Facebook,141,0.23
What social platform has influenced your online shopping most?,Custom,are you pursuing? Humanities,Instagram,204,0.333
What social platform has influenced your online shopping most?,Custom,are you pursuing? Humanities,Snapchat,9,0.015
What social platform has influenced your online shopping most?,Custom,are you pursuing? Humanities,Twitter,32,0.052
What social platform has influenced your online shopping most?,Custom,are you pursuing? Humanities,None,227,0.37
What social platform has influenced your online shopping most?,Custom,are you pursuing? Technical / engineering,Facebook,123,0.222
What social platform has influenced your online shopping most?,Custom,are you pursuing? Technical / engineering,Instagram,125,0.226
What social platform has influenced your online shopping most?,Custom,are you pursuing? Technical / engineering,Snapchat,21,0.038
What social platform has influenced your online shopping most?,Custom,are you pursuing? Technical / engineering,Twitter,28,0.051
What social platform has influenced your online shopping most?,Custom,are you pursuing? Technical / engineering,None,256,0.463
What social platform has influenced your online shopping most?,Custom,What's your major? Political science / philosophy,Facebook,28,0.224
What social platform has influenced your online shopping most?,Custom,What's your major? Political science / philosophy,Instagram,36,0.288
What social platform has influenced your online shopping most?,Custom,What's your major? Political science / philosophy,Snapchat,3,0.024
What social platform has influenced your online shopping most?,Custom,What's your major? Political science / philosophy,Twitter,4,0.032
What social platform has influenced your online shopping most?,Custom,What's your major? Political science / philosophy,None,54,0.432
What social platform has influenced your online shopping most?,Custom,you voting for? Hillary Clinton,Facebook,156,0.243
What social platform has influenced your online shopping most?,Custom,you voting for? Hillary Clinton,Instagram,197,0.307
What social platform has influenced your online shopping most?,Custom,you voting for? Hillary Clinton,Snapchat,15,0.023
What social platform has influenced your online shopping most?,Custom,you voting for? Hillary Clinton,Twitter,24,0.037
What social platform has influenced your online shopping most?,Custom,you voting for? Hillary Clinton,None,249,0.388
What social platform has influenced your online shopping most?,Custom,"have a job? Yes, part-time",Facebook,109,0.199
What social platform has influenced your online shopping most?,Custom,"have a job? Yes, part-time",Instagram,169,0.308
What social platform has influenced your online shopping most?,Custom,"have a job? Yes, part-time",Snapchat,9,0.016
What social platform has influenced your online shopping most?,Custom,"have a job? Yes, part-time",Twitter,41,0.075
What social platform has influenced your online shopping most?,Custom,"have a job? Yes, part-time",None,220,0.401
What social platform has influenced your online shopping most?,Custom,Sexual orientation? Confused,Facebook,11,0.268
What social platform has influenced your online shopping most?,Custom,Sexual orientation? Confused,Instagram,14,0.341
What social platform has influenced your online shopping most?,Custom,Sexual orientation? Confused,Snapchat,1,0.024
What social platform has influenced your online shopping most?,Custom,Sexual orientation? Confused,Twitter,2,0.049
What social platform has influenced your online shopping most?,Custom,Sexual orientation? Confused,None,13,0.317
What social platform has influenced your online shopping most?,Custom,Sexual orientation? Bi,Facebook,14,0.246
What social platform has influenced your online shopping most?,Custom,Sexual orientation? Bi,Instagram,21,0.368
What social platform has influenced your online shopping most?,Custom,Sexual orientation? Bi,Snapchat,2,0.035
What social platform has influenced your online shopping most?,Custom,Sexual orientation? Bi,Twitter,2,0.035
What social platform has influenced your online shopping most?,Custom,Sexual orientation? Bi,None,18,0.316
What social platform has influenced your online shopping most?,Custom,Sexual orientation? Gay,Facebook,5,0.294
What social platform has influenced your online shopping most?,Custom,Sexual orientation? Gay,Instagram,3,0.176
What social platform has influenced your online shopping most?,Custom,Sexual orientation? Gay,Snapchat,1,0.059
What social platform has influenced your online shopping most?,Custom,Sexual orientation? Gay,Twitter,2,0.118
What social platform has influenced your online shopping most?,Custom,Sexual orientation? Gay,None,6,0.353
What social platform has influenced your online shopping most?,Custom,What's your GPA? Below 1.0 😁,Facebook,10,0.256
What social platform has influenced your online shopping most?,Custom,What's your GPA? Below 1.0 😁,Instagram,10,0.256
What social platform has influenced your online shopping most?,Custom,What's your GPA? Below 1.0 😁,Snapchat,1,0.026
What social platform has influenced your online shopping most?,Custom,What's your GPA? Below 1.0 😁,Twitter,3,0.077
What social platform has influenced your online shopping most?,Custom,What's your GPA? Below 1.0 😁,None,15,0.385
What social platform has influenced your online shopping most?,Custom,Sexual orientation? Straight,Facebook,151,0.161
What social platform has influenced your online shopping most?,Custom,Sexual orientation? Straight,Instagram,266,0.283
What social platform has influenced your online shopping most?,Custom,Sexual orientation? Straight,Snapchat,29,0.031
What social platform has influenced your online shopping most?,Custom,Sexual orientation? Straight,Twitter,59,0.063
What social platform has influenced your online shopping most?,Custom,Sexual orientation? Straight,None,434,0.462
What social platform has influenced your online shopping most?,Custom,Are you? Christian,Facebook,168,0.209
What social platform has influenced your online shopping most?,Custom,Are you? Christian,Instagram,256,0.318
What social platform has influenced your online shopping most?,Custom,Are you? Christian,Snapchat,17,0.021
What social platform has influenced your online shopping most?,Custom,Are you? Christian,Twitter,55,0.068
What social platform has influenced your online shopping most?,Custom,Are you? Christian,None,309,0.384
What social platform has influenced your online shopping most?,Custom,Graduation Year 2017,Facebook,47,0.258
What social platform has influenced your online shopping most?,Custom,Graduation Year 2017,Instagram,48,0.264
What social platform has influenced your online shopping most?,Custom,Graduation Year 2017,Snapchat,5,0.027
What social platform has influenced your online shopping most?,Custom,Graduation Year 2017,Twitter,2,0.011
What social platform has influenced your online shopping most?,Custom,Graduation Year 2017,None,80,0.44
What social platform has influenced your online shopping most?,Custom,Graduation Year 2018,Facebook,69,0.24
What social platform has influenced your online shopping most?,Custom,Graduation Year 2018,Instagram,84,0.292
What social platform has influenced your online shopping most?,Custom,Graduation Year 2018,Snapchat,6,0.021
What social platform has influenced your online shopping most?,Custom,Graduation Year 2018,Twitter,13,0.045
What social platform has influenced your online shopping most?,Custom,Graduation Year 2018,None,116,0.403
What social platform has influenced your online shopping most?,Custom,Graduation Year 2019,Facebook,163,0.258
What social platform has influenced your online shopping most?,Custom,Graduation Year 2019,Instagram,189,0.299
What social platform has influenced your online shopping most?,Custom,Graduation Year 2019,Snapchat,16,0.025
What social platform has influenced your online shopping most?,Custom,Graduation Year 2019,Twitter,34,0.054
What social platform has influenced your online shopping most?,Custom,Graduation Year 2019,None,230,0.364
What social platform has influenced your online shopping most?,Custom,Graduation Year 2020,Facebook,49,0.152
What social platform has influenced your online shopping most?,Custom,Graduation Year 2020,Instagram,99,0.307
What social platform has influenced your online shopping most?,Custom,Graduation Year 2020,Snapchat,8,0.025
What social platform has influenced your online shopping most?,Custom,Graduation Year 2020,Twitter,28,0.087
What social platform has influenced your online shopping most?,Custom,Graduation Year 2020,None,138,0.429
What social platform has influenced your online shopping most?,Custom,closely identify as? White 👍🏻,Facebook,278,0.225
What social platform has influenced your online shopping most?,Custom,closely identify as? White 👍🏻,Instagram,351,0.284
What social platform has influenced your online shopping most?,Custom,closely identify as? White 👍🏻,Snapchat,29,0.023
What social platform has influenced your online shopping most?,Custom,closely identify as? White 👍🏻,Twitter,71,0.057
What social platform has influenced your online shopping most?,Custom,closely identify as? White 👍🏻,None,509,0.411
What social platform has influenced your online shopping most?,Custom,closely identify as? Black 👍🏿,Facebook,9,0.117
What social platform has influenced your online shopping most?,Custom,closely identify as? Black 👍🏿,Instagram,32,0.416
What social platform has influenced your online shopping most?,Custom,closely identify as? Black 👍🏿,Snapchat,2,0.026
What social platform has influenced your online shopping most?,Custom,closely identify as? Black 👍🏿,Twitter,5,0.065
What social platform has influenced your online shopping most?,Custom,closely identify as? Black 👍🏿,None,29,0.377
What social platform has influenced your online shopping most?,Custom,What's your leaning? Liberal 🔷,Facebook,147,0.231
What social platform has influenced your online shopping most?,Custom,What's your leaning? Liberal 🔷,Instagram,196,0.308
What social platform has influenced your online shopping most?,Custom,What's your leaning? Liberal 🔷,Snapchat,12,0.019
What social platform has influenced your online shopping most?,Custom,What's your leaning? Liberal 🔷,Twitter,35,0.055
What social platform has influenced your online shopping most?,Custom,What's your leaning? Liberal 🔷,None,247,0.388
What social platform has influenced your online shopping most?,Custom,What's your major? Business/Econ/Finance,Facebook,26,0.236
What social platform has influenced your online shopping most?,Custom,What's your major? Business/Econ/Finance,Instagram,25,0.227
What social platform has influenced your online shopping most?,Custom,What's your major? Business/Econ/Finance,Snapchat,8,0.073
What social platform has influenced your online shopping most?,Custom,What's your major? Business/Econ/Finance,Twitter,7,0.064
What social platform has influenced your online shopping most?,Custom,What's your major? Business/Econ/Finance,None,44,0.4
What social platform has influenced your online shopping most?,Custom,What's your major? Pre-med,Facebook,33,0.277
What social platform has influenced your online shopping most?,Custom,What's your major? Pre-med,Instagram,34,0.286
What social platform has influenced your online shopping most?,Custom,What's your major? Pre-med,Snapchat,6,0.05
What social platform has influenced your online shopping most?,Custom,What's your major? Pre-med,Twitter,3,0.025
What social platform has influenced your online shopping most?,Custom,What's your major? Pre-med,None,43,0.361
What social platform has influenced your online shopping most?,Custom,What's your major? ME/EE/other engineer,Facebook,28,0.166
What social platform has influenced your online shopping most?,Custom,What's your major? ME/EE/other engineer,Instagram,36,0.213
What social platform has influenced your online shopping most?,Custom,What's your major? ME/EE/other engineer,Snapchat,5,0.03
What social platform has influenced your online shopping most?,Custom,What's your major? ME/EE/other engineer,Twitter,10,0.059
What social platform has influenced your online shopping most?,Custom,What's your major? ME/EE/other engineer,None,90,0.533
What social platform has influenced your online shopping most?,Custom,What's your major? Comp sci,Facebook,12,0.267
What social platform has influenced your online shopping most?,Custom,What's your major? Comp sci,Instagram,13,0.289
What social platform has influenced your online shopping most?,Custom,What's your major? Comp sci,Snapchat,0,0.0
What social platform has influenced your online shopping most?,Custom,What's your major? Comp sci,Twitter,3,0.067
What social platform has influenced your online shopping most?,Custom,What's your major? Comp sci,None,17,0.378
What social platform has influenced your online shopping most?,Custom,What's your leaning? Conservative 🐘,Facebook,109,0.189
What social platform has influenced your online shopping most?,Custom,What's your leaning? Conservative 🐘,Instagram,172,0.298
What social platform has influenced your online shopping most?,Custom,What's your leaning? Conservative 🐘,Snapchat,15,0.026
What social platform has influenced your online shopping most?,Custom,What's your leaning? Conservative 🐘,Twitter,40,0.069
What social platform has influenced your online shopping most?,Custom,What's your leaning? Conservative 🐘,None,241,0.418
What social platform has influenced your online shopping most?,Custom,Are you? None/Other,Facebook,126,0.217
What social platform has influenced your online shopping most?,Custom,Are you? None/Other,Instagram,167,0.287
What social platform has influenced your online shopping most?,Custom,Are you? None/Other,Snapchat,15,0.026
What social platform has influenced your online shopping most?,Custom,Are you? None/Other,Twitter,23,0.04
What social platform has influenced your online shopping most?,Custom,Are you? None/Other,None,250,0.43
What social platform has influenced your online shopping most?,Custom,Are you? Muslim,Facebook,2,0.133
What social platform has influenced your online shopping most?,Custom,Are you? Muslim,Instagram,3,0.2
What social platform has influenced your online shopping most?,Custom,Are you? Muslim,Snapchat,2,0.133
What social platform has influenced your online shopping most?,Custom,Are you? Muslim,Twitter,1,0.067
What social platform has influenced your online shopping most?,Custom,Are you? Muslim,None,7,0.467
What social platform has influenced your online shopping most?,Custom,Are you? Jewish,Facebook,53,0.282
What social platform has influenced your online shopping most?,Custom,Are you? Jewish,Instagram,47,0.25
What social platform has influenced your online shopping most?,Custom,Are you? Jewish,Snapchat,4,0.021
What social platform has influenced your online shopping most?,Custom,Are you? Jewish,Twitter,6,0.032
What social platform has influenced your online shopping most?,Custom,Are you? Jewish,None,78,0.415
What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Tall",Facebook,45,0.181
What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Tall",Instagram,79,0.317
What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Tall",Snapchat,6,0.024
What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Tall",Twitter,13,0.052
What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Tall",None,106,0.426
What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Medium (± 3 inches)",Facebook,62,0.129
What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Medium (± 3 inches)",Instagram,114,0.237
What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Medium (± 3 inches)",Snapchat,8,0.017
What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Medium (± 3 inches)",Twitter,28,0.058
What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Medium (± 3 inches)",None,269,0.559
What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Short",Facebook,30,0.197
What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Short",Instagram,54,0.355
What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Short",Snapchat,5,0.033
What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Short",Twitter,13,0.086
What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Short",None,50,0.329
What social platform has influenced your online shopping most?,Custom,you a feminist? No,Facebook,29,0.12
What social platform has influenced your online shopping most?,Custom,you a feminist? No,Instagram,48,0.198
What social platform has influenced your online shopping most?,Custom,you a feminist? No,Snapchat,6,0.025
What social platform has influenced your online shopping most?,Custom,you a feminist? No,Twitter,16,0.066
What social platform has influenced your online shopping most?,Custom,you a feminist? No,None,143,0.591
What social platform has influenced your online shopping most?,Custom,you a feminist? Yes,Facebook,26,0.167
What social platform has influenced your online shopping most?,Custom,you a feminist? Yes,Instagram,49,0.314
What social platform has influenced your online shopping most?,Custom,you a feminist? Yes,Snapchat,3,0.019
What social platform has influenced your online shopping most?,Custom,you a feminist? Yes,Twitter,7,0.045
What social platform has influenced your online shopping most?,Custom,you a feminist? Yes,None,71,0.455
What social platform has influenced your online shopping most?,Custom,or private school? No school,Facebook,4,0.121
What social platform has influenced your online shopping most?,Custom,or private school? No school,Instagram,10,0.303
What social platform has influenced your online shopping most?,Custom,or private school? No school,Snapchat,1,0.03
What social platform has influenced your online shopping most?,Custom,or private school? No school,Twitter,2,0.061
What social platform has influenced your online shopping most?,Custom,or private school? No school,None,16,0.485
What social platform has influenced your online shopping most?,Custom,or private school? Private,Facebook,50,0.193
What social platform has influenced your online shopping most?,Custom,or private school? Private,Instagram,56,0.216
What social platform has influenced your online shopping most?,Custom,or private school? Private,Snapchat,5,0.019
What social platform has influenced your online shopping most?,Custom,or private school? Private,Twitter,7,0.027
What social platform has influenced your online shopping most?,Custom,or private school? Private,None,141,0.544
What social platform has influenced your online shopping most?,Custom,or private school? Public,Facebook,88,0.145
What social platform has influenced your online shopping most?,Custom,or private school? Public,Instagram,180,0.297
What social platform has influenced your online shopping most?,Custom,or private school? Public,Snapchat,17,0.028
What social platform has influenced your online shopping most?,Custom,or private school? Public,Twitter,43,0.071
What social platform has influenced your online shopping most?,Custom,or private school? Public,None,279,0.46
What social platform has influenced your online shopping most?,Custom,student loan debt? No,Facebook,248,0.211
What social platform has influenced your online shopping most?,Custom,student loan debt? No,Instagram,342,0.292
What social platform has influenced your online shopping most?,Custom,student loan debt? No,Snapchat,30,0.026
What social platform has influenced your online shopping most?,Custom,student loan debt? No,Twitter,67,0.057
What social platform has influenced your online shopping most?,Custom,student loan debt? No,None,486,0.414
What social platform has influenced your online shopping most?,Custom,in Greek life? No but I wanna be...,Facebook,35,0.199
What social platform has influenced your online shopping most?,Custom,in Greek life? No but I wanna be...,Instagram,55,0.313
What social platform has influenced your online shopping most?,Custom,in Greek life? No but I wanna be...,Snapchat,9,0.051
What social platform has influenced your online shopping most?,Custom,in Greek life? No but I wanna be...,Twitter,13,0.074
What social platform has influenced your online shopping most?,Custom,in Greek life? No but I wanna be...,None,64,0.364
What social platform has influenced your online shopping most?,Custom,in Greek life? No!,Facebook,74,0.162
What social platform has influenced your online shopping most?,Custom,in Greek life? No!,Instagram,124,0.271
What social platform has influenced your online shopping most?,Custom,in Greek life? No!,Snapchat,9,0.02
What social platform has influenced your online shopping most?,Custom,in Greek life? No!,Twitter,27,0.059
What social platform has influenced your online shopping most?,Custom,in Greek life? No!,None,224,0.489
What social platform has influenced your online shopping most?,Custom,in Greek life? Yes but regretting it,Facebook,13,0.178
What social platform has influenced your online shopping most?,Custom,in Greek life? Yes but regretting it,Instagram,21,0.288
What social platform has influenced your online shopping most?,Custom,in Greek life? Yes but regretting it,Snapchat,1,0.014
What social platform has influenced your online shopping most?,Custom,in Greek life? Yes but regretting it,Twitter,5,0.068
What social platform has influenced your online shopping most?,Custom,in Greek life? Yes but regretting it,None,33,0.452
What social platform has influenced your online shopping most?,Custom,in Greek life? Yes!,Facebook,207,0.253
What social platform has influenced your online shopping most?,Custom,in Greek life? Yes!,Instagram,238,0.291
What social platform has influenced your online shopping most?,Custom,in Greek life? Yes!,Snapchat,22,0.027
What social platform has influenced your online shopping most?,Custom,in Greek life? Yes!,Twitter,43,0.053
What social platform has influenced your online shopping most?,Custom,in Greek life? Yes!,None,309,0.377
What social platform has influenced your online shopping most?,Custom,What's your major? Other,Facebook,25,0.231
What social platform has influenced your online shopping most?,Custom,What's your major? Other,Instagram,20,0.185
What social platform has influenced your online shopping most?,Custom,What's your major? Other,Snapchat,3,0.028
What social platform has influenced your online shopping most?,Custom,What's your major? Other,Twitter,6,0.056
What social platform has influenced your online shopping most?,Custom,What's your major? Other,None,54,0.5
What social platform has influenced your online shopping most?,Custom,grow up speaking? Some other language (comment),Facebook,16,0.184
What social platform has influenced your online shopping most?,Custom,grow up speaking? Some other language (comment),Instagram,26,0.299
What social platform has influenced your online shopping most?,Custom,grow up speaking? Some other language (comment),Snapchat,2,0.023
What social platform has influenced your online shopping most?,Custom,grow up speaking? Some other language (comment),Twitter,6,0.069
What social platform has influenced your online shopping most?,Custom,grow up speaking? Some other language (comment),None,37,0.425
What social platform has influenced your online shopping most?,Custom,grow up speaking? Both,Facebook,4,0.154
What social platform has influenced your online shopping most?,Custom,grow up speaking? Both,Instagram,10,0.385
What social platform has influenced your online shopping most?,Custom,grow up speaking? Both,Snapchat,1,0.038
What social platform has influenced your online shopping most?,Custom,grow up speaking? Both,Twitter,1,0.038
What social platform has influenced your online shopping most?,Custom,grow up speaking? Both,None,10,0.385
What social platform has influenced your online shopping most?,Custom,grow up speaking? Spanish,Facebook,2,0.167
What social platform has influenced your online shopping most?,Custom,grow up speaking? Spanish,Instagram,2,0.167
What social platform has influenced your online shopping most?,Custom,grow up speaking? Spanish,Snapchat,2,0.167
What social platform has influenced your online shopping most?,Custom,grow up speaking? Spanish,Twitter,2,0.167
What social platform has influenced your online shopping most?,Custom,grow up speaking? Spanish,None,4,0.333
What social platform has influenced your online shopping most?,Custom,clubs / organizations? More than one major org,Facebook,11,0.297
What social platform has influenced your online shopping most?,Custom,clubs / organizations? More than one major org,Instagram,7,0.189
What social platform has influenced your online shopping most?,Custom,clubs / organizations? More than one major org,Snapchat,1,0.027
What social platform has influenced your online shopping most?,Custom,clubs / organizations? More than one major org,Twitter,1,0.027
What social platform has influenced your online shopping most?,Custom,clubs / organizations? More than one major org,None,17,0.459
What social platform has influenced your online shopping most?,Custom,clubs / organizations? A major one,Facebook,34,0.258
What social platform has influenced your online shopping most?,Custom,clubs / organizations? A major one,Instagram,39,0.295
What social platform has influenced your online shopping most?,Custom,clubs / organizations? A major one,Snapchat,5,0.038
What social platform has influenced your online shopping most?,Custom,clubs / organizations? A major one,Twitter,7,0.053
What social platform has influenced your online shopping most?,Custom,clubs / organizations? A major one,None,47,0.356
What social platform has influenced your online shopping most?,Custom,clubs / organizations? A minor one,Facebook,46,0.228
What social platform has influenced your online shopping most?,Custom,clubs / organizations? A minor one,Instagram,50,0.248
What social platform has influenced your online shopping most?,Custom,clubs / organizations? A minor one,Snapchat,4,0.02
What social platform has influenced your online shopping most?,Custom,clubs / organizations? A minor one,Twitter,11,0.054
What social platform has influenced your online shopping most?,Custom,clubs / organizations? A minor one,None,91,0.45
What social platform has influenced your online shopping most?,Custom,clubs / organizations? No,Facebook,248,0.205
What social platform has influenced your online shopping most?,Custom,clubs / organizations? No,Instagram,368,0.305
What social platform has influenced your online shopping most?,Custom,clubs / organizations? No,Snapchat,28,0.023
What social platform has influenced your online shopping most?,Custom,clubs / organizations? No,Twitter,67,0.056
What social platform has influenced your online shopping most?,Custom,clubs / organizations? No,None,496,0.411
What social platform has influenced your online shopping most?,Custom,do per month? More than 10 hours 😇,Facebook,2,0.074
What social platform has influenced your online shopping most?,Custom,do per month? More than 10 hours 😇,Instagram,7,0.259
What social platform has influenced your online shopping most?,Custom,do per month? More than 10 hours 😇,Snapchat,3,0.111
What social platform has influenced your online shopping most?,Custom,do per month? More than 10 hours 😇,Twitter,0,0.0
What social platform has influenced your online shopping most?,Custom,do per month? More than 10 hours 😇,None,15,0.556
What social platform has influenced your online shopping most?,Custom,do per month? 1 to 10 hours,Facebook,33,0.246
What social platform has influenced your online shopping most?,Custom,do per month? 1 to 10 hours,Instagram,39,0.291
What social platform has influenced your online shopping most?,Custom,do per month? 1 to 10 hours,Snapchat,1,0.007
What social platform has influenced your online shopping most?,Custom,do per month? 1 to 10 hours,Twitter,10,0.075
What social platform has influenced your online shopping most?,Custom,do per month? 1 to 10 hours,None,51,0.381
What social platform has influenced your online shopping most?,Custom,I'm in? Other,Facebook,2,0.167
What social platform has influenced your online shopping most?,Custom,I'm in? Other,Instagram,1,0.083
What social platform has influenced your online shopping most?,Custom,I'm in? Other,Snapchat,2,0.167
What social platform has influenced your online shopping most?,Custom,I'm in? Other,Twitter,0,0.0
What social platform has influenced your online shopping most?,Custom,I'm in? Other,None,7,0.583
What social platform has influenced your online shopping most?,Custom,I'm in? Grad School,Facebook,6,0.194
What social platform has influenced your online shopping most?,Custom,I'm in? Grad School,Instagram,13,0.419
What social platform has influenced your online shopping most?,Custom,I'm in? Grad School,Snapchat,0,0.0
What social platform has influenced your online shopping most?,Custom,I'm in? Grad School,Twitter,0,0.0
What social platform has influenced your online shopping most?,Custom,I'm in? Grad School,None,12,0.387
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Capricorn (Dec 22 - Jan 19),Facebook,6,0.077
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Capricorn (Dec 22 - Jan 19),Instagram,25,0.321
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Capricorn (Dec 22 - Jan 19),Snapchat,1,0.013
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Capricorn (Dec 22 - Jan 19),Twitter,3,0.038
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Capricorn (Dec 22 - Jan 19),None,43,0.551
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Sagittarius (Nov 22 - Dec 21),Facebook,4,0.06
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Sagittarius (Nov 22 - Dec 21),Instagram,20,0.299
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Sagittarius (Nov 22 - Dec 21),Snapchat,2,0.03
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Sagittarius (Nov 22 - Dec 21),Twitter,8,0.119
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Sagittarius (Nov 22 - Dec 21),None,33,0.493
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Scorpio (Oct 23 - Nov 21),Facebook,11,0.134
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Scorpio (Oct 23 - Nov 21),Instagram,20,0.244
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Scorpio (Oct 23 - Nov 21),Snapchat,4,0.049
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Scorpio (Oct 23 - Nov 21),Twitter,5,0.061
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Scorpio (Oct 23 - Nov 21),None,42,0.512
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Libra (Sep 23 - Oct 22),Facebook,9,0.143
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Libra (Sep 23 - Oct 22),Instagram,16,0.254
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Libra (Sep 23 - Oct 22),Snapchat,1,0.016
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Libra (Sep 23 - Oct 22),Twitter,7,0.111
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Libra (Sep 23 - Oct 22),None,30,0.476
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Virgo (Aug 23 - Sep 22),Facebook,9,0.099
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Virgo (Aug 23 - Sep 22),Instagram,26,0.286
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Virgo (Aug 23 - Sep 22),Snapchat,5,0.055
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Virgo (Aug 23 - Sep 22),Twitter,4,0.044
